0 -0.000000 -0.000000i
1 -0.000000 -0.000000i
2 -0.000000 -0.000000i
3 -0.000000 -0.000000i
4 -0.000000 -0.000000i
5 0.000000 -0.000000i
6 -0.000000 -0.000000i
7 -0.000000 -0.000000i
8 -0.000000 0.000000i
9 -0.000000 -0.000000i
10 -0.000000 0.000000i
11 -0.000000 0.000000i
12 0.000000 -0.000000i
13 -0.000000 -0.000000i
14 -0.000000 -0.000000i
15 0.000000 -0.000000i
16 -0.000000 0.000000i
17 -0.000000 -0.000000i
18 -0.000000 0.000000i
19 -0.000000 0.000000i
20 -0.000000 -0.000000i
21 -0.000000 -0.000000i
22 -0.000000 0.000000i
23 -0.000000 -0.000000i
24 -0.000000 0.000000i
25 -0.000000 -0.000000i
26 -0.000000 -0.000000i
27 -0.000000 0.000000i
28 0.000000 -0.000000i
29 -0.000000 -0.000000i
30 -0.000000 0.000000i
31 -0.000000 0.000000i
32 -0.000000 0.000000i
33 -0.000000 -0.000000i
34 -0.000000 -0.000000i
35 -0.000000 0.000000i
36 -0.000000 -0.000000i
37 -0.000000 -0.000000i
38 -0.000000 0.000000i
39 -0.000000 -0.000000i
40 -0.000000 -0.000000i
41 -0.000000 0.000000i
42 -0.000000 -0.000000i
43 -0.000000 0.000000i
44 -0.000000 0.000000i
45 -0.000000 -0.000000i
46 -0.000000 -0.000000i
47 -0.000000 -0.000000i
48 -0.000000 0.000000i
49 -0.000000 0.000000i
50 -0.000000 -0.000000i
51 -0.000000 0.000000i
52 -0.000000 -0.000000i
53 -0.000000 -0.000000i
54 -0.000000 0.000000i
55 -0.000000 -0.000000i
56 -0.000000 0.000000i
57 -0.000000 0.000000i
58 -0.000000 0.000000i
59 -0.000000 0.000000i
60 -0.000000 0.000000i
61 -0.000000 -0.000000i
62 -0.000000 0.000000i
63 -0.000000 -0.000000i
64 -0.000000 0.000000i
65 -0.000000 -0.000000i
66 -0.000000 -0.000000i
67 -0.000000 -0.000000i
68 -0.000000 -0.000000i
69 -0.000000 -0.000000i
70 -0.000000 -0.000000i
71 -0.000000 -0.000000i
72 -0.000000 -0.000000i
73 -0.000000 -0.000000i
74 -0.000000 -0.000000i
75 -0.000000 0.000000i
76 0.000000 -0.000000i
77 -0.000000 -0.000000i
78 -0.000000 -0.000000i
79 -0.000000 -0.000000i
80 -0.000000 -0.000000i
81 -0.000000 -0.000000i
82 -0.000000 0.000000i
83 -0.000000 -0.000000i
84 -0.000000 -0.000000i
85 -0.000000 -0.000000i
86 -0.000000 -0.000000i
87 -0.000000 -0.000000i
88 -0.000000 0.000000i
89 -0.000000 -0.000000i
90 -0.000000 0.000000i
91 -0.000000 0.000000i
92 -0.000000 -0.000000i
93 -0.000000 -0.000000i
94 -0.000000 -0.000000i
95 -0.000000 -0.000000i
96 -0.000000 -0.000000i
97 -0.000000 -0.000000i
98 -0.000000 0.000000i
99 -0.000000 -0.000000i
100 -0.000000 -0.000000i
101 -0.000000 -0.000000i
102 -0.000000 -0.000000i
103 -0.000000 -0.000000i
104 -0.000000 -0.000000i
105 -0.000000 -0.000000i
106 -0.000000 0.000000i
107 -0.000000 0.000000i
108 -0.000000 -0.000000i
109 -0.000000 -0.000000i
110 -0.000000 -0.000000i
111 -0.000000 -0.000000i
112 -0.000000 0.000000i
113 -0.000000 0.000000i
114 -0.000000 -0.000000i
115 -0.000000 -0.000000i
116 -0.000000 -0.000000i
117 -0.000000 -0.000000i
118 -0.000000 -0.000000i
119 -0.000000 -0.000000i
120 -0.000000 0.000000i
121 -0.000000 -0.000000i
122 -0.000000 -0.000000i
123 -0.000000 0.000000i
124 -0.000000 0.000000i
125 -0.000000 -0.000000i
126 -0.000000 -0.000000i
127 -0.000000 -0.000000i
128 -0.000000 -0.000000i
129 -0.000000 -0.000000i
130 -0.000000 0.000000i
131 -0.000000 -0.000000i
132 -0.000000 -0.000000i
133 -0.000000 -0.000000i
134 -0.000000 -0.000000i
135 -0.000000 -0.000000i
136 -0.000000 -0.000000i
137 -0.000000 -0.000000i
138 -0.000000 -0.000000i
139 -0.000000 0.000000i
140 -0.000000 -0.000000i
141 -0.000000 -0.000000i
142 -0.000000 -0.000000i
143 -0.000000 -0.000000i
144 -0.000000 -0.000000i
145 -0.000000 -0.000000i
146 -0.000000 -0.000000i
147 -0.000000 0.000000i
148 -0.000000 -0.000000i
149 -0.000000 -0.000000i
150 -0.000000 0.000000i
151 -0.000000 -0.000000i
152 -0.000000 0.000000i
153 -0.000000 -0.000000i
154 -0.000000 0.000000i
155 -0.000000 0.000000i
156 0.000000 -0.000000i
157 -0.000000 -0.000000i
158 -0.000000 -0.000000i
159 -0.000000 -0.000000i
160 -0.000000 -0.000000i
161 -0.000000 -0.000000i
162 -0.000000 -0.000000i
163 -0.000000 0.000000i
164 -0.000000 -0.000000i
165 -0.000000 -0.000000i
166 -0.000000 -0.000000i
167 -0.000000 -0.000000i
168 -0.000000 -0.000000i
169 -0.000000 -0.000000i
170 -0.000000 -0.000000i
171 -0.000000 0.000000i
172 -0.000000 -0.000000i
173 -0.000000 -0.000000i
174 -0.000000 -0.000000i
175 -0.000000 -0.000000i
176 -0.000000 0.000000i
177 -0.000000 -0.000000i
178 -0.000000 -0.000000i
179 -0.000000 0.000000i
180 -0.000000 -0.000000i
181 -0.000000 -0.000000i
182 -0.000000 -0.000000i
183 -0.000000 -0.000000i
184 -0.000000 0.000000i
185 -0.000000 0.000000i
186 -0.000000 0.000000i
187 -0.000000 -0.000000i
188 -0.000000 -0.000000i
189 -0.000000 -0.000000i
190 -0.000000 -0.000000i
191 -0.000000 -0.000000i
192 -0.000000 -0.000000i
193 -0.000000 -0.000000i
194 -0.000000 -0.000000i
195 -0.000000 -0.000000i
196 -0.000000 -0.000000i
197 -0.000000 -0.000000i
198 -0.000000 -0.000000i
199 -0.000000 -0.000000i
200 -0.000000 -0.000000i
201 -0.000000 -0.000000i
202 -0.000000 -0.000000i
203 -0.000000 -0.000000i
204 -0.000000 -0.000000i
205 -0.000000 -0.000000i
206 -0.000000 -0.000000i
